"","load_yield_adj","yield","pH_mean","gpp_mean","precip_mean","site","month_adj"
"1",5248.87762274036,76822000,6.74711040436165,0,4.91790322526809,"Colorado",4
"2",5162.70219443402,61451000,6.67528169014085,0,4.99453571057945,"Colorado",5
"3",5293.61458976483,56768000,6.58802816901408,0,4.49906449301934,"Colorado",6
"4",5441.70652693686,71351000,6.50089636584942,0.933333333333333,7.06353336411218,"Colorado",7
"5",4795.32757112413,96115000,6.4083766427718,72.1688508064516,5.07280643671871,"Colorado",8
"6",3691.11679715887,599380000,6.37092261904762,303.888020833333,1.46943334539731,"Colorado",9
"7",3129.37477442163,1080038000,6.41659907834101,471.504838709677,3.39658060903856,"Colorado",10
"8",3009.20745630513,553909000,6.51970967741936,384.814535285282,1.48203225842407,"Colorado",11
"9",3391.1028601086,324542000,6.63900512820513,136.495591725208,1.81720000784844,"Colorado",12
"10",4469.75688229364,185208000,6.59476589513078,25.0645161290323,5.36300006484793,"Colorado",1
"11",5028.08959414894,121420000,6.59352459016393,0,4.10820003600481,"Colorado",2
"12",5458.71526988464,94831000,6.65462718138551,0,5.50167739101415,"Colorado",3
"13",4863.10412515119,64449500,6.72012903225806,0,3.73109674104489,"Colorado",4
"14",4571.83815467633,65651500,6.68509677419355,0,3.60110342627841,"Colorado",5
"15",4259.99786700331,65805000,6.65006451612903,0,0.68293549264631,"Colorado",6
"16",3968.8606671577,58691500,6.61444838709677,1.95,2.3792999967273,"Colorado",7
"17",3759.26291796385,267301000,6.55266493236212,93.3306451612903,2.25148388611213,"Colorado",8
"18",3322.03821198989,459008000,6.57452380952381,340.409375,0.367233334016055,"Colorado",9
"19",3522.71641063919,604976000,6.53433179723502,459.409744610887,6.57064520296896,"Colorado",10
"20",4400.53941602934,307594000,6.54032258064516,297.877304137903,1.17119354970994,"Colorado",11
"21",4264.71185968849,239901000,6.60290476190476,118.245238092917,2.2442000011603,"Colorado",12
"22",3996.82834720697,185533000,6.68141439205955,17.1612903225806,3.28300006997081,"Colorado",1
"23",4627.83006360421,113468323.529412,6.71935714285714,0,2.85443338065719,"Colorado",2
"24",5122.05109155068,83926176.4705882,6.75049724988851,0,1.66654835497179,"Colorado",3
"25",64120.6498148272,16274717.928,5.72709677419355,0.548387096774194,2.04048382964796,"Vermont",4
"26",71528.8415647666,9293203.872,5.87571428571429,2.74776785714286,2.9922143135752,"Vermont",5
"27",54147.6129018022,86814887.4582857,5.44364055299539,34.8937211955645,5.17019348170969,"Vermont",6
"28",44107.5493705356,157866611.593439,5.30233333333333,345.07970276125,5.62060002187888,"Vermont",7
"29",56722.0622511352,61022401.4739429,5.47797235023041,1241.90335259677,4.16490330426924,"Vermont",8
"30",66218.2929048165,15081608.5134201,5.80788095238095,1568.39583333333,3.58113342324893,"Vermont",9
"31",84675.6734355562,3187575.09942857,6.14092165898618,1601.58467741935,2.20380645413553,"Vermont",10
"32",52693.0381176073,71311384.6284453,5.77052419354839,1357.71975806452,9.43261305326896,"Vermont",11
"33",59712.8890717677,37709552.5373164,5.65202976190476,758.114691748333,5.10223328232144,"Vermont",12
"34",64966.888116877,77483694.4927524,5.72976958525346,195.596774193548,8.85074194975858,"Vermont",1
"35",63983.2185061813,46895845.5711801,5.61461904761905,48.8229166666667,3.56020006611943,"Vermont",2
"36",58086.4163625259,79907624.7864615,5.46278801843318,3.67137096774194,3.9872581593452,"Vermont",3
"37",63054.6414720118,32295258.4193407,5.68829493087558,4.1491935483871,3.50419352682788,"Vermont",4
"38",67010.8991944115,13536115.8685714,5.77261083743842,34.5877818306034,0.824034484296009,"Vermont",5
"39",58211.3996364528,72743252.3968831,5.61497695852535,195.475970330444,2.00367741430959,"Vermont",6
"40",59335.7680676624,37900220.4418065,5.62571428571429,509.716112078125,3.13616663906335,"Vermont",7
"41",63290.2040229,102092074.454697,5.6858064516129,1275.75529650081,5.65193539761728,"Vermont",8
"42",58683.6183717762,62742281.1778212,5.73509523809524,1693.05625,4.34096671925702,"Vermont",9
"43",82850.4604835963,3029136.61371429,6.08935483870968,1526.23185483871,3.46277416916564,"Vermont",10
"44",66734.5495123671,39846260.4137663,5.97966589861751,1434.28225806452,5.70399996061479,"Vermont",11
"45",76264.9204471767,49172347.9967473,5.99408333333333,748.139583333333,4.52173329840104,"Vermont",12
"46",58601.2821754588,76934951.1432727,5.63815668202765,236.621297508065,6.06416127950914,"Vermont",1
